id_client;date_demande;sexe;Tranche d'age;Enfant conduite accompagnée;Enfants;Tranche Revenus;usage_vehicule;type_vehicule;Age du vehicule;type_conduite;Tranche Tarif;points_perdus
730;17/04/2022;M;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Rural;[300-599];0
731;23/03/2022;M;[+65];oui;oui;[N/A];Private;Minivan;[Moins de 10 ans];Urban;[300-599];4
732;05/02/2022;M;[29-45];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];4
733;26/03/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[300-599];0
734;18/04/2022;F;[29-45];oui;oui;[100k-149k];Commercial;Van;[10-20];Urban;[300-599];3
735;01/03/2022;M;Mineur;oui;oui;[N/A];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];1
736;30/01/2022;M;Mineur;oui;oui;[50k-99k];Commercial;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];0
737;02/02/2022;F;Mineur;oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];6
738;08/04/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];0
739;01/04/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[Moins de 300];4
740;07/01/2022;M;[18-28];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];0
741;06/05/2022;F;[50-65];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[Moins de 300];3
742;26/05/2022;M;[18-28];oui;oui;[50k-99k];Private;Van;[Moins de 10 ans];Urban;[300-599];2
743;09/03/2022;M;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[300-599];0
744;04/02/2022;M;[50-65];oui;oui;[50k-99k];Private;Van;[10-20];Urban;[300-599];3
745;30/03/2022;M;[+65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Rural;[Moins de 300];3
746;05/01/2022;M;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];0
747;13/03/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
748;13/04/2022;M;[+65];oui;oui;[-50k];Commercial;SUV;[N/A];Rural;[300-599];0
749;03/05/2022;M;[+65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[Moins de 300];1
750;10/03/2022;F;[+65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];5
751;19/03/2022;M;[29-45];oui;oui;[100k-149k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];0
752;12/05/2022;M;Mineur;oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];3
753;19/04/2022;M;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];4
754;09/03/2022;F;[29-45];oui;oui;[50k-99k];Private;Minivan;[20 ans+];Urban;[Moins de 300];0
755;30/03/2022;M;[50-65];oui;oui;[+150k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[Moins de 300];1
756;17/01/2022;M;[29-45];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];2
757;14/04/2022;F;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];7
758;07/04/2022;M;[50-65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];1
759;26/01/2022;F;[29-45];oui;oui;[50k-99k];Private;Sports Car;[10-20];Urban;[300-599];1
760;26/01/2022;M;Mineur;oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[Moins de 300];2
761;15/03/2022;F;[29-45];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[300-599];2
762;30/05/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[300-599];0
763;09/04/2022;M;Mineur;oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];2
764;21/05/2022;F;[29-45];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
765;01/01/2022;M;Mineur;oui;oui;[50k-99k];Commercial;Pickup;[10-20];Urban;[300-599];0
766;24/02/2022;M;[+65];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];2
767;12/01/2022;F;[18-28];oui;oui;[100k-149k];Private;Pickup;[10-20];Urban;[300-599];2
768;14/01/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];0
769;02/02/2022;F;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Rural;[300-599];1
770;10/04/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[300-599];2
771;28/05/2022;M;Mineur;oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];4
772;19/05/2022;M;[29-45];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];1
773;05/03/2022;F;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
774;04/01/2022;M;[+65];oui;oui;[50k-99k];Commercial;Pickup;[N/A];Urban;[Moins de 300];3
775;23/04/2022;M;[29-45];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[Moins de 300];2
776;19/01/2022;M;[+65];oui;oui;[-50k];Private;SUV;[N/A];Urban;[300-599];2
777;14/05/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Pickup;[N/A];Urban;[Moins de 300];0
778;22/02/2022;M;[+65];oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];4
779;24/02/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[300-599];0
780;26/05/2022;M;[50-65];oui;oui;[N/A];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];0
781;14/01/2022;F;[29-45];oui;oui;[100k-149k];Commercial;SUV;[Moins de 10 ans];Rural;[Moins de 300];1
782;06/01/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Rural;[300-599];1
783;21/01/2022;F;Mineur;oui;oui;[50k-99k];Private;SUV;[20 ans+];Urban;[Moins de 300];3
784;12/04/2022;M;[29-45];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[Moins de 300];2
785;05/01/2022;M;[50-65];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[300-599];1
786;10/01/2022;M;[50-65];oui;oui;[-50k];Commercial;Pickup;[N/A];Urban;[300-599];1
787;08/04/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Rural;[300-599];0
788;30/03/2022;M;[50-65];oui;oui;[50k-99k];Private;Pickup;[N/A];Urban;[Moins de 300];3
789;12/04/2022;M;[+65];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];0
790;15/03/2022;F;[+65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];1
791;12/03/2022;F;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];4
792;14/03/2022;M;[+65];oui;oui;[50k-99k];Commercial;Pickup;[N/A];Urban;[Moins de 300];1
793;09/01/2022;M;[+65];oui;oui;[-50k];Commercial;Van;[N/A];Urban;[300-599];0
794;27/02/2022;M;[50-65];oui;oui;[N/A];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];1
795;02/02/2022;F;[+65];oui;oui;[-50k];Private;SUV;[10-20];Urban;[300-599];0
796;06/03/2022;M;[+65];oui;oui;[50k-99k];Commercial;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];0
797;06/01/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];0
798;03/04/2022;F;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];0
799;30/04/2022;F;[50-65];oui;oui;[100k-149k];Private;Minivan;[10-20];Urban;[Moins de 300];0
800;19/03/2022;M;[+65];oui;oui;[50k-99k];Private;Pickup;[N/A];Urban;[300-599];0
801;24/01/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[Moins de 300];0
802;23/02/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
803;17/05/2022;M;[50-65];oui;oui;[-50k];Commercial;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];7
804;06/03/2022;F;[18-28];oui;oui;[N/A];Private;Van;[Moins de 10 ans];Urban;[Moins de 300];4
805;13/03/2022;F;Mineur;oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];1
806;10/02/2022;M;Mineur;oui;oui;[N/A];Commercial;SUV;[10-20];Urban;[300-599];0
807;16/01/2022;F;[+65];oui;oui;[N/A];Private;SUV;[N/A];Urban;[300-599];0
808;19/05/2022;M;[50-65];oui;oui;[-50k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];6
809;18/04/2022;M;[+65];oui;oui;[+150k];Private;SUV;[N/A];Urban;[Moins de 300];2
810;13/01/2022;M;[50-65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Rural;[300-599];2
811;28/05/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];0
812;28/03/2022;F;[29-45];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];0
813;15/03/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];1
814;10/03/2022;M;[50-65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];0
815;20/01/2022;M;[+65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];4
816;09/04/2022;F;[50-65];oui;oui;[50k-99k];Private;Minivan;[20 ans+];Urban;[300-599];0
817;05/03/2022;M;[29-45];oui;oui;[50k-99k];Commercial;Pickup;[20 ans+];Urban;[300-599];1
818;09/04/2022;M;Mineur;oui;oui;[50k-99k];Commercial;Van;[N/A];Urban;[300-599];0
819;16/02/2022;F;[50-65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];5
820;06/04/2022;M;[+65];oui;oui;[-50k];Commercial;Minivan;[10-20];Urban;[300-599];6
821;23/03/2022;F;[+65];oui;oui;[50k-99k];Private;Van;[N/A];Urban;[Moins de 300];4
822;25/01/2022;F;[+65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];3
823;21/01/2022;F;[18-28];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];1
824;27/01/2022;M;[+65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[300-599];8
825;22/04/2022;M;[+65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];9
826;13/03/2022;M;[+65];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[Moins de 300];0
827;15/01/2022;F;[50-65];oui;oui;[+150k];Commercial;Van;[Moins de 10 ans];Urban;[300-599];4
828;24/02/2022;F;Mineur;oui;oui;[N/A];Private;Minivan;[N/A];Urban;[Moins de 300];3
829;27/03/2022;F;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
830;02/04/2022;M;[50-65];oui;oui;[-50k];Commercial;Van;[10-20];Urban;[Moins de 300];0
831;18/02/2022;F;[18-28];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];1
832;17/04/2022;M;[+65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];2
833;20/05/2022;F;[29-45];oui;oui;[-50k];Commercial;Pickup;[N/A];Rural;[Moins de 300];3
834;29/01/2022;F;Mineur;oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Rural;[300-599];0
835;01/05/2022;M;[29-45];oui;oui;[N/A];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];3
836;02/05/2022;M;[18-28];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[300-599];4
837;22/04/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Van;[N/A];Urban;[Moins de 300];4
838;24/01/2022;M;[+65];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[Moins de 300];7
839;23/02/2022;M;Mineur;oui;oui;[+150k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];0
840;22/05/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[300-599];4
841;17/03/2022;F;[29-45];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[800+];0
842;04/04/2022;F;Mineur;oui;oui;[50k-99k];Commercial;Panel Truck;[10-20];Urban;[Moins de 300];0
843;01/05/2022;M;[18-28];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];4
844;02/05/2022;F;[+65];oui;oui;[-50k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[Moins de 300];4
845;28/03/2022;F;[18-28];oui;oui;[100k-149k];Commercial;Pickup;[Moins de 10 ans];Rural;[Moins de 300];0
846;19/05/2022;F;[29-45];oui;oui;[+150k];Commercial;Panel Truck;[N/A];Urban;[300-599];1
847;14/05/2022;M;[50-65];oui;oui;[-50k];Private;Van;[Moins de 10 ans];Urban;[Moins de 300];0
848;06/05/2022;F;[+65];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[300-599];0
849;25/04/2022;M;[50-65];oui;oui;[-50k];Commercial;Pickup;[10-20];Urban;[300-599];2
850;18/03/2022;F;[29-45];oui;oui;[-50k];Private;SUV;[N/A];Urban;[300-599];6
851;15/04/2022;F;[29-45];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[300-599];0
852;20/01/2022;F;[+65];oui;oui;[100k-149k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];0
853;14/03/2022;F;Mineur;oui;oui;[N/A];Commercial;SUV;[Moins de 10 ans];Urban;[600-799];4
854;08/01/2022;M;[+65];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[Moins de 300];3
855;21/04/2022;F;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];0
856;19/02/2022;F;[+65];oui;oui;[-50k];Private;SUV;[N/A];Urban;[300-599];4
857;04/04/2022;M;[+65];oui;oui;[50k-99k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];2
858;17/01/2022;M;[29-45];oui;oui;[100k-149k];Private;SUV;[Moins de 10 ans];Rural;[300-599];4
859;14/01/2022;F;[29-45];oui;oui;[+150k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];5
860;01/02/2022;M;[50-65];oui;oui;[100k-149k];Commercial;Van;[N/A];Urban;[300-599];4
861;03/04/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];0
862;25/02/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[N/A];Rural;[300-599];5
863;14/05/2022;M;Mineur;oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
864;01/02/2022;M;[29-45];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];2
865;09/02/2022;F;Mineur;oui;oui;[+150k];Private;Minivan;[N/A];Urban;[300-599];1
866;13/01/2022;M;[+65];oui;oui;[50k-99k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];3
867;14/05/2022;M;[50-65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
868;27/01/2022;F;[50-65];oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[300-599];3
869;03/01/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Van;[Moins de 10 ans];Urban;[300-599];0
870;26/03/2022;M;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];4
871;07/03/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[10-20];Urban;[300-599];0
872;01/03/2022;M;[50-65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
873;04/05/2022;M;[+65];oui;oui;[50k-99k];Commercial;SUV;[N/A];Urban;[300-599];0
874;04/02/2022;F;Mineur;oui;oui;[50k-99k];Commercial;SUV;[N/A];Urban;[Moins de 300];0
875;26/04/2022;M;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];6
876;02/01/2022;F;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];1
877;26/03/2022;M;[50-65];oui;oui;[100k-149k];Private;Minivan;[20 ans+];Urban;[300-599];7
878;16/01/2022;M;[50-65];oui;oui;[-50k];Private;Van;[Moins de 10 ans];Urban;[300-599];3
879;26/05/2022;F;[+65];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[300-599];0
880;24/03/2022;M;[+65];oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];0
881;20/04/2022;M;[50-65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Rural;[Moins de 300];2
882;11/05/2022;M;[29-45];oui;oui;[50k-99k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];0
883;13/01/2022;M;[50-65];oui;oui;[-50k];Commercial;Minivan;[10-20];Urban;[Moins de 300];0
884;21/03/2022;F;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];2
885;18/01/2022;F;[29-45];oui;oui;[100k-149k];Private;Minivan;[N/A];Rural;[Moins de 300];0
886;13/04/2022;F;[+65];oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];1
887;24/04/2022;F;[+65];oui;oui;[N/A];Commercial;Pickup;[N/A];Urban;[Moins de 300];0
888;10/02/2022;M;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];4
889;28/02/2022;F;[+65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[Moins de 300];0
890;05/02/2022;M;[+65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Rural;[Moins de 300];0
891;27/03/2022;M;[+65];oui;oui;[50k-99k];Private;Pickup;[Moins de 10 ans];Urban;[Moins de 300];1
892;05/01/2022;F;[29-45];oui;oui;[N/A];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];2
893;03/05/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];2
894;26/03/2022;M;[18-28];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
895;31/01/2022;F;[+65];oui;oui;[-50k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];1
896;30/04/2022;F;[50-65];oui;oui;[100k-149k];Private;Minivan;[20 ans+];Urban;[Moins de 300];1
897;04/02/2022;F;Mineur;oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[300-599];0
898;20/01/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Rural;[300-599];4
899;22/03/2022;F;[50-65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[300-599];0
900;31/05/2022;M;[+65];oui;oui;[-50k];Private;Sports Car;[N/A];Urban;[300-599];0
901;05/01/2022;M;[29-45];oui;oui;[N/A];Commercial;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];4
902;23/04/2022;F;[50-65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];10
903;02/05/2022;F;[29-45];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
904;11/04/2022;F;Mineur;oui;oui;[-50k];Commercial;Minivan;[10-20];Urban;[Moins de 300];0
905;04/02/2022;M;[29-45];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];4
906;22/01/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[600-799];0
907;18/03/2022;M;[29-45];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];2
908;08/02/2022;F;[50-65];oui;oui;[-50k];Private;Pickup;[Moins de 10 ans];Urban;[300-599];0
909;21/02/2022;M;[18-28];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
910;13/01/2022;F;[18-28];oui;oui;[100k-149k];Commercial;Van;[N/A];Urban;[300-599];2
911;20/05/2022;F;[29-45];oui;oui;[50k-99k];Private;Pickup;[N/A];Urban;[Moins de 300];0
912;19/02/2022;M;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[Moins de 300];2
913;13/04/2022;F;Mineur;oui;oui;[50k-99k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];0
914;25/03/2022;F;[50-65];oui;oui;[50k-99k];Commercial;SUV;[Moins de 10 ans];Rural;[300-599];0
915;08/05/2022;F;[18-28];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[Moins de 300];1
916;08/01/2022;M;[+65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Urban;[Moins de 300];3
917;20/02/2022;F;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Rural;[Moins de 300];2
918;17/02/2022;F;[29-45];oui;oui;[100k-149k];Commercial;Sports Car;[Moins de 10 ans];Urban;[300-599];1
919;24/01/2022;M;[50-65];oui;oui;[50k-99k];Private;Minivan;[Moins de 10 ans];Urban;[300-599];0
920;23/05/2022;F;[+65];oui;oui;[50k-99k];Private;Sports Car;[N/A];Urban;[300-599];4
921;12/05/2022;M;[+65];oui;oui;[50k-99k];Commercial;SUV;[N/A];Urban;[Moins de 300];0
922;25/02/2022;M;[+65];oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
923;20/05/2022;F;[50-65];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[Moins de 300];0
924;22/02/2022;F;[+65];oui;oui;[+150k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];0
925;23/02/2022;F;[18-28];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];0
926;28/03/2022;M;Mineur;oui;oui;[50k-99k];Private;SUV;[Moins de 10 ans];Urban;[300-599];1
927;02/05/2022;F;[50-65];oui;oui;[-50k];Commercial;SUV;[Moins de 10 ans];Rural;[Moins de 300];0
928;20/03/2022;F;[50-65];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[300-599];6
929;23/04/2022;M;Mineur;oui;oui;[-50k];Commercial;SUV;[10-20];Urban;[300-599];4
930;11/04/2022;M;[+65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];11
931;23/04/2022;M;[29-45];oui;oui;[-50k];Commercial;Van;[N/A];Urban;[300-599];1
932;13/04/2022;M;[50-65];oui;oui;[-50k];Commercial;Panel Truck;[Moins de 10 ans];Rural;[Moins de 300];0
933;26/03/2022;M;Mineur;oui;oui;[50k-99k];Commercial;Pickup;[10-20];Rural;[Moins de 300];2
934;28/02/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[Moins de 300];0
935;18/03/2022;F;[+65];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[300-599];0
936;17/02/2022;M;[50-65];oui;oui;[50k-99k];Commercial;Minivan;[Moins de 10 ans];Urban;[Moins de 300];4
937;23/02/2022;M;[+65];oui;oui;[50k-99k];Commercial;Minivan;[10-20];Urban;[300-599];4
938;23/01/2022;F;[+65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];0
939;03/05/2022;M;[18-28];oui;oui;[-50k];Private;Minivan;[N/A];Urban;[Moins de 300];0
940;17/01/2022;M;[+65];oui;oui;[-50k];Private;Van;[N/A];Urban;[300-599];1
941;17/05/2022;M;[29-45];oui;oui;[100k-149k];Commercial;SUV;[Moins de 10 ans];Urban;[300-599];1
942;08/02/2022;F;Mineur;oui;oui;[100k-149k];Commercial;Panel Truck;[Moins de 10 ans];Urban;[300-599];3
943;06/01/2022;M;[50-65];oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];0
944;18/03/2022;F;[50-65];oui;oui;[+150k];Commercial;Pickup;[N/A];Urban;[Moins de 300];0
945;20/04/2022;F;[+65];oui;oui;[50k-99k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];4
946;05/01/2022;F;Mineur;oui;oui;[50k-99k];Private;SUV;[N/A];Urban;[300-599];6
947;07/03/2022;F;Mineur;oui;oui;[N/A];Private;Minivan;[Moins de 10 ans];Urban;[Moins de 300];1
948;08/04/2022;M;[29-45];oui;oui;[50k-99k];Private;Minivan;[10-20];Urban;[300-599];0
949;13/01/2022;F;[+65];oui;oui;[100k-149k];Commercial;Panel Truck;[N/A];Urban;[300-599];3
950;22/01/2022;M;[50-65];oui;oui;[100k-149k];Private;Minivan;[N/A];Urban;[Moins de 300];0
951;13/05/2022;M;[+65];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[300-599];1
952;01/03/2022;F;[+65];oui;oui;[-50k];Private;SUV;[N/A];Urban;[Moins de 300];2
953;17/05/2022;M;[29-45];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Rural;[300-599];2
954;27/02/2022;M;[+65];oui;oui;[+150k];Private;Minivan;[N/A];Urban;[300-599];2
955;14/01/2022;M;Mineur;oui;oui;[-50k];Private;SUV;[Moins de 10 ans];Urban;[Moins de 300];2
956;12/04/2022;M;[29-45];oui;oui;[-50k];Private;SUV;[N/A];Rural;[300-599];4
957;03/04/2022;F;[50-65];oui;oui;[N/A];Private;SUV;[N/A];Urban;[300-599];0
958;15/02/2022;M;[+65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];0
959;21/04/2022;F;[50-65];oui;oui;[50k-99k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];0
960;13/04/2022;M;Mineur;oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Rural;[300-599];0
961;11/02/2022;M;[50-65];oui;oui;[-50k];Commercial;Minivan;[Moins de 10 ans];Urban;[300-599];2
962;13/02/2022;F;[50-65];oui;oui;[-50k];Commercial;Pickup;[Moins de 10 ans];Urban;[300-599];6
963;16/05/2022;M;[+65];oui;oui;[100k-149k];Private;SUV;[N/A];Urban;[300-599];1
964;18/03/2022;F;[50-65];oui;oui;[+150k];Private;Minivan;[20 ans+];Urban;[300-599];0
965;18/01/2022;F;[+65];oui;oui;[50k-99k];Private;Minivan;[N/A];Urban;[Moins de 300];5
966;23/05/2022;F;Mineur;oui;oui;[+150k];Commercial;Panel Truck;[N/A];Urban;[Moins de 300];1
967;16/03/2022;M;[+65];oui;oui;[+150k];Private;SUV;[N/A];Urban;[Moins de 300];0
968;04/04/2022;M;[18-28];oui;oui;[+150k];Private;Sports Car;[N/A];Urban;[300-599];0
969;31/03/2022;M;[29-45];oui;oui;[-50k];Private;Sports Car;[Moins de 10 ans];Urban;[Moins de 300];0
970;28/02/2022;F;[29-45];oui;oui;[50k-99k];Private;Minivan;[20 ans+];Urban;[Moins de 300];1
971;16/04/2022;M;[50-65];oui;oui;[-50k];Private;Minivan;[Moins de 10 ans];Rural;[300-599];0
972;12/02/2022;F;[29-45];oui;oui;[-50k];Private;SUV;[N/A];Urban;[300-599];4
973;29/01/2022;M;[50-65];oui;oui;[-50k];Private;SUV;[N/A];Rural;[Moins de 300];0
